,date,shop,brand,container,quantity,capacity,sales
466,2012-06-30,shop_2,kinder-cola,plastic,12345,1.5lt,42762.75
467,2012-06-30,shop_2,kinder-cola,can,26193,330ml,21496.55
468,2012-06-30,shop_2,adult-cola,glass,24140,500ml,32580.22
469,2012-06-30,shop_2,adult-cola,plastic,17879,1.5lt,55673.5
470,2012-06-30,shop_2,adult-cola,can,53237,330ml,28807.69
471,2012-06-30,shop_2,orange-power,glass,79163,500ml,43899.81
472,2012-06-30,shop_2,orange-power,plastic,34967,1.5lt,63227.4
473,2012-06-30,shop_2,orange-power,can,62576,330ml,26046.12
474,2012-06-30,shop_2,gazoza,glass,88605,500ml,41136.49
475,2012-06-30,shop_2,gazoza,plastic,47534,1.5lt,41895.01
476,2012-06-30,shop_2,gazoza,can,113603,330ml,24311.3
477,2012-06-30,shop_2,lemon-boost,glass,41490,500ml,32543.76
478,2012-06-30,shop_2,lemon-boost,plastic,31387,1.5lt,52411.76
479,2012-06-30,shop_2,lemon-boost,can,29075,330ml,18337.51
480,2012-06-30,shop_6,kinder-cola,glass,41329,500ml,42274.53
481,2012-06-30,shop_6,kinder-cola,plastic,15229,1.5lt,56104.22
482,2012-06-30,shop_6,kinder-cola,can,34974,330ml,28385.96
483,2012-06-30,shop_6,adult-cola,glass,33220,500ml,39958.25
484,2012-06-30,shop_6,adult-cola,plastic,45050,1.5lt,83717.02
485,2012-06-30,shop_6,adult-cola,can,62364,330ml,35470.89
486,2012-06-30,shop_6,orange-power,glass,92832,500ml,57348.57
487,2012-06-30,shop_6,orange-power,plastic,43194,1.5lt,77606.13
488,2012-06-30,shop_6,orange-power,can,105630,330ml,34535.05
489,2012-06-30,shop_6,gazoza,glass,144973,500ml,64568.82
490,2012-06-30,shop_6,gazoza,plastic,62943,1.5lt,58812.77
491,2012-06-30,shop_6,gazoza,can,102517,330ml,31301.28
492,2012-06-30,shop_6,lemon-boost,glass,36723,500ml,38070.9
493,2012-06-30,shop_6,lemon-boost,plastic,29172,1.5lt,54823.11
494,2012-06-30,shop_6,lemon-boost,can,47327,330ml,26716.2
495,2012-06-30,shop_4,kinder-cola,glass,23369,500ml,29066.68
496,2012-06-30,shop_4,kinder-cola,plastic,19691,1.5lt,55914.68
497,2012-06-30,shop_4,kinder-cola,can,23986,330ml,19475.38
498,2012-06-30,shop_4,adult-cola,glass,33194,500ml,38068.26
499,2012-06-30,shop_4,adult-cola,plastic,20410,1.5lt,64207.32
500,2012-06-30,shop_4,adult-cola,can,34026,330ml,27008.58
501,2012-06-30,shop_4,orange-power,glass,34944,500ml,33396.35
502,2012-06-30,shop_4,orange-power,plastic,34175,1.5lt,65928.04
503,2012-06-30,shop_4,orange-power,can,87945,330ml,28225.96
504,2012-06-30,shop_4,gazoza,glass,63280,500ml,37672.38
505,2012-06-30,shop_4,gazoza,plastic,39616,1.5lt,43764.23
506,2012-06-30,shop_4,gazoza,can,79847,330ml,25777.91
507,2012-06-30,shop_4,lemon-boost,glass,37402,500ml,31160.86
508,2012-06-30,shop_4,lemon-boost,plastic,21874,1.5lt,51027.68
509,2012-06-30,shop_4,lemon-boost,can,33836,330ml,19567.04
510,2012-06-30,shop_3,kinder-cola,glass,14594,500ml,19607.47
511,2012-06-30,shop_3,kinder-cola,plastic,8156,1.5lt,28139.46
512,2012-06-30,shop_3,kinder-cola,can,13154,330ml,12393.58
513,2012-06-30,shop_3,adult-cola,glass,17967,500ml,21359.42
514,2012-06-30,shop_3,adult-cola,plastic,22374,1.5lt,52542.23
515,2012-06-30,shop_3,adult-cola,can,25694,330ml,18274.44
516,2012-06-30,shop_3,orange-power,glass,40235,500ml,30114.55
517,2012-06-30,shop_3,orange-power,plastic,22500,1.5lt,41018.13
518,2012-06-30,shop_3,orange-power,can,53407,330ml,17993.49
519,2012-06-30,shop_3,gazoza,glass,37339,500ml,23707.42
520,2012-06-30,shop_3,gazoza,plastic,45876,1.5lt,24635.68
521,2012-06-30,shop_3,gazoza,can,57740,330ml,16721.62
522,2012-06-30,shop_3,lemon-boost,glass,20029,500ml,19199.64
523,2012-06-30,shop_3,lemon-boost,plastic,16568,1.5lt,25435.8
524,2012-06-30,shop_3,lemon-boost,can,28763,330ml,15638.74
540,2012-07-31,shop_1,kinder-cola,glass,21950,500ml,25530.54
541,2012-07-31,shop_1,kinder-cola,plastic,19372,1.5lt,45664.05
542,2012-07-31,shop_1,kinder-cola,can,35754,330ml,19453.42
543,2012-07-31,shop_1,adult-cola,glass,22719,500ml,26965.13
544,2012-07-31,shop_1,adult-cola,plastic,18828,1.5lt,53102.19
545,2012-07-31,shop_1,adult-cola,can,38842,330ml,26701.59
546,2012-07-31,shop_1,orange-power,glass,45133,500ml,36022.73
547,2012-07-31,shop_1,orange-power,plastic,26962,1.5lt,46264.65
548,2012-07-31,shop_1,orange-power,can,66930,330ml,27428.0
549,2012-07-31,shop_1,gazoza,glass,91220,500ml,39433.67
550,2012-07-31,shop_1,gazoza,plastic,85465,1.5lt,-1332.77
551,2012-07-31,shop_1,gazoza,can,86420,330ml,19226.98
552,2012-07-31,shop_1,lemon-boost,glass,37102,500ml,32260.99
553,2012-07-31,shop_1,lemon-boost,plastic,13063,1.5lt,35166.36
554,2012-07-31,shop_1,lemon-boost,can,24706,330ml,16065.82
555,2012-07-31,shop_2,kinder-cola,glass,25261,500ml,31650.58
556,2012-07-31,shop_2,kinder-cola,plastic,17780,1.5lt,56393.02
557,2012-07-31,shop_2,kinder-cola,can,25689,330ml,20247.73
558,2012-07-31,shop_2,adult-cola,glass,39938,500ml,42290.31
559,2012-07-31,shop_2,adult-cola,plastic,24060,1.5lt,61715.8
560,2012-07-31,shop_2,adult-cola,can,43018,330ml,29330.24
561,2012-07-31,shop_2,orange-power,glass,55919,500ml,48806.53
562,2012-07-31,shop_2,orange-power,plastic,29726,1.5lt,57011.35
563,2012-07-31,shop_2,orange-power,can,46344,330ml,24876.77
564,2012-07-31,shop_2,gazoza,glass,69696,500ml,41426.55
565,2012-07-31,shop_2,gazoza,plastic,71805,1.5lt,47822.48
566,2012-07-31,shop_2,gazoza,can,145287,330ml,31747.67
567,2012-07-31,shop_2,lemon-boost,glass,40870,500ml,37127.55
568,2012-07-31,shop_2,lemon-boost,plastic,23622,1.5lt,49477.1
569,2012-07-31,shop_2,lemon-boost,can,36183,330ml,21435.56
570,2012-07-31,shop_6,kinder-cola,glass,30386,500ml,41000.42
571,2012-07-31,shop_6,kinder-cola,plastic,33050,1.5lt,70080.98
572,2012-07-31,shop_6,kinder-cola,can,39130,330ml,29093.14
573,2012-07-31,shop_6,adult-cola,glass,51810,500ml,58509.28
574,2012-07-31,shop_6,adult-cola,plastic,33582,1.5lt,93237.96
575,2012-07-31,shop_6,adult-cola,can,44463,330ml,35126.98
576,2012-07-31,shop_6,orange-power,glass,84040,500ml,62073.46
577,2012-07-31,shop_6,orange-power,plastic,67983,1.5lt,100385.53
578,2012-07-31,shop_6,orange-power,can,78816,330ml,38714.68
579,2012-07-31,shop_6,gazoza,glass,118467,500ml,61943.43
580,2012-07-31,shop_6,gazoza,plastic,82174,1.5lt,70668.99
581,2012-07-31,shop_6,gazoza,can,142857,330ml,30778.24
582,2012-07-31,shop_6,lemon-boost,glass,48616,500ml,44211.85
583,2012-07-31,shop_6,lemon-boost,plastic,33800,1.5lt,72898.14
584,2012-07-31,shop_6,lemon-boost,can,58459,330ml,30715.39
585,2012-07-31,shop_4,kinder-cola,glass,25177,500ml,32004.0
586,2012-07-31,shop_4,kinder-cola,plastic,16395,1.5lt,56296.97
587,2012-07-31,shop_4,kinder-cola,can,28099,330ml,20754.72
588,2012-07-31,shop_4,adult-cola,glass,38230,500ml,42502.38
589,2012-07-31,shop_4,adult-cola,plastic,30092,1.5lt,77326.39
590,2012-07-31,shop_4,adult-cola,can,37698,330ml,28495.63
591,2012-07-31,shop_4,orange-power,glass,64685,500ml,45504.76
592,2012-07-31,shop_4,orange-power,plastic,45682,1.5lt,73379.91
593,2012-07-31,shop_4,orange-power,can,39339,330ml,23667.44
594,2012-07-31,shop_4,gazoza,glass,90780,500ml,46945.53
595,2012-07-31,shop_4,gazoza,plastic,99637,1.5lt,47028.99
596,2012-07-31,shop_4,gazoza,can,92431,330ml,27187.36
597,2012-07-31,shop_4,lemon-boost,glass,52300,500ml,37415.52
598,2012-07-31,shop_4,lemon-boost,plastic,24322,1.5lt,56852.27
599,2012-07-31,shop_4,lemon-boost,can,51993,330ml,25280.27
600,2012-07-31,shop_3,kinder-cola,glass,17037,500ml,20307.15
601,2012-07-31,shop_3,kinder-cola,plastic,9206,1.5lt,31309.73
602,2012-07-31,shop_3,kinder-cola,can,27125,330ml,15718.66
603,2012-07-31,shop_3,adult-cola,glass,19378,500ml,24467.89
604,2012-07-31,shop_3,adult-cola,plastic,21879,1.5lt,34191.4
605,2012-07-31,shop_3,adult-cola,can,27085,330ml,20394.97
606,2012-07-31,shop_3,orange-power,glass,49825,500ml,37230.27
607,2012-07-31,shop_3,orange-power,plastic,33843,1.5lt,57596.2
608,2012-07-31,shop_3,orange-power,can,36715,330ml,20696.29
609,2012-07-31,shop_3,gazoza,glass,65396,500ml,32540.49
610,2012-07-31,shop_3,gazoza,plastic,41012,1.5lt,29894.64
611,2012-07-31,shop_3,gazoza,can,59667,330ml,17590.58
612,2012-07-31,shop_3,lemon-boost,glass,24917,500ml,22795.36
613,2012-07-31,shop_3,lemon-boost,plastic,14983,1.5lt,30408.54
614,2012-07-31,shop_3,lemon-boost,can,35390,330ml,17670.99
630,2012-08-31,shop_1,kinder-cola,glass,14036,500ml,19466.66
631,2012-08-31,shop_1,kinder-cola,plastic,11100,1.5lt,40298.52
632,2012-08-31,shop_1,kinder-cola,can,20816,330ml,15430.32
633,2012-08-31,shop_1,adult-cola,glass,17626,500ml,23606.48
634,2012-08-31,shop_1,adult-cola,plastic,21446,1.5lt,58915.6
635,2012-08-31,shop_1,adult-cola,can,20893,330ml,16962.17
636,2012-08-31,shop_1,orange-power,glass,47327,500ml,32985.6
637,2012-08-31,shop_1,orange-power,plastic,32985,1.5lt,45724.82
638,2012-08-31,shop_1,orange-power,can,49702,330ml,22420.59
639,2012-08-31,shop_1,gazoza,glass,26581,500ml,19020.49
640,2012-08-31,shop_1,gazoza,plastic,58213,1.5lt,32378.63
641,2012-08-31,shop_1,gazoza,can,57779,330ml,15426.62
642,2012-08-31,shop_1,lemon-boost,glass,22849,500ml,23452.67
643,2012-08-31,shop_1,lemon-boost,plastic,17793,1.5lt,39233.02
644,2012-08-31,shop_1,lemon-boost,can,34484,330ml,17540.33
645,2012-08-31,shop_2,kinder-cola,glass,17352,500ml,22479.96
646,2012-08-31,shop_2,kinder-cola,plastic,12146,1.5lt,42782.7
647,2012-08-31,shop_2,kinder-cola,can,18083,330ml,15711.36
648,2012-08-31,shop_2,adult-cola,glass,22693,500ml,30866.99
649,2012-08-31,shop_2,adult-cola,plastic,19079,1.5lt,59411.18
650,2012-08-31,shop_2,adult-cola,can,30002,330ml,21332.4
651,2012-08-31,shop_2,orange-power,glass,60576,500ml,38382.82
652,2012-08-31,shop_2,orange-power,plastic,44174,1.5lt,57684.05
653,2012-08-31,shop_2,orange-power,can,64891,330ml,24872.39
654,2012-08-31,shop_2,gazoza,glass,83762,500ml,37646.72
655,2012-08-31,shop_2,gazoza,plastic,41595,1.5lt,38566.51
656,2012-08-31,shop_2,gazoza,can,44337,330ml,16443.22
657,2012-08-31,shop_2,lemon-boost,glass,29998,500ml,27796.52
658,2012-08-31,shop_2,lemon-boost,plastic,17288,1.5lt,40605.28
659,2012-08-31,shop_2,lemon-boost,can,36465,330ml,19655.46
660,2012-08-31,shop_6,kinder-cola,glass,26601,500ml,34675.87
661,2012-08-31,shop_6,kinder-cola,plastic,18410,1.5lt,57968.58
662,2012-08-31,shop_6,kinder-cola,can,33723,330ml,26613.74
663,2012-08-31,shop_6,adult-cola,glass,43742,500ml,52343.77
664,2012-08-31,shop_6,adult-cola,plastic,43546,1.5lt,88297.85
665,2012-08-31,shop_6,adult-cola,can,35833,330ml,28970.9
666,2012-08-31,shop_6,orange-power,glass,60558,500ml,43908.34
667,2012-08-31,shop_6,orange-power,plastic,42531,1.5lt,63584.78
668,2012-08-31,shop_6,orange-power,can,72708,330ml,31931.84
669,2012-08-31,shop_6,gazoza,glass,119943,500ml,57759.43
670,2012-08-31,shop_6,gazoza,plastic,72811,1.5lt,55204.01
671,2012-08-31,shop_6,gazoza,can,100600,330ml,30351.7
672,2012-08-31,shop_6,lemon-boost,glass,57291,500ml,45826.73
673,2012-08-31,shop_6,lemon-boost,plastic,34201,1.5lt,64796.97
674,2012-08-31,shop_6,lemon-boost,can,45882,330ml,27674.5
675,2012-08-31,shop_4,kinder-cola,glass,22061,500ml,26250.88
676,2012-08-31,shop_4,kinder-cola,plastic,18775,1.5lt,49165.06
677,2012-08-31,shop_4,kinder-cola,can,20067,330ml,17121.7
678,2012-08-31,shop_4,adult-cola,glass,31373,500ml,39634.68
679,2012-08-31,shop_4,adult-cola,plastic,27911,1.5lt,66525.9
680,2012-08-31,shop_4,adult-cola,can,30519,330ml,23625.9
681,2012-08-31,shop_4,orange-power,glass,63796,500ml,41603.13
682,2012-08-31,shop_4,orange-power,plastic,50047,1.5lt,63706.2
683,2012-08-31,shop_4,orange-power,can,61450,330ml,26142.2
684,2012-08-31,shop_4,gazoza,glass,60703,500ml,38454.54
685,2012-08-31,shop_4,gazoza,plastic,49616,1.5lt,48231.57
686,2012-08-31,shop_4,gazoza,can,100164,330ml,26573.66
687,2012-08-31,shop_4,lemon-boost,glass,29721,500ml,30107.33
688,2012-08-31,shop_4,lemon-boost,plastic,25579,1.5lt,54913.93
689,2012-08-31,shop_4,lemon-boost,can,39196,330ml,17767.55
690,2012-08-31,shop_3,kinder-cola,glass,15223,500ml,18081.37
691,2012-08-31,shop_3,kinder-cola,plastic,11373,1.5lt,30994.13
692,2012-08-31,shop_3,kinder-cola,can,20328,330ml,13480.5
693,2012-08-31,shop_3,adult-cola,glass,19120,500ml,21710.51
694,2012-08-31,shop_3,adult-cola,plastic,17333,1.5lt,41446.93
695,2012-08-31,shop_3,adult-cola,can,22070,330ml,15973.76
696,2012-08-31,shop_3,orange-power,glass,19802,500ml,18523.19
697,2012-08-31,shop_3,orange-power,plastic,14585,1.5lt,29809.26
698,2012-08-31,shop_3,orange-power,can,26424,330ml,13687.48
699,2012-08-31,shop_3,gazoza,glass,34845,500ml,21297.13
700,2012-08-31,shop_3,gazoza,plastic,45913,1.5lt,11927.51
701,2012-08-31,shop_3,gazoza,can,74902,330ml,15388.04
702,2012-08-31,shop_3,lemon-boost,glass,20214,500ml,19662.12
703,2012-08-31,shop_3,lemon-boost,plastic,18311,1.5lt,30529.1
704,2012-08-31,shop_3,lemon-boost,can,13181,330ml,8961.52
720,2012-09-30,shop_1,kinder-cola,glass,11417,500ml,14530.2
721,2012-09-30,shop_1,kinder-cola,plastic,12141,1.5lt,35183.94
722,2012-09-30,shop_1,kinder-cola,can,21111,330ml,12184.46
723,2012-09-30,shop_1,adult-cola,glass,27890,500ml,25760.42
724,2012-09-30,shop_1,adult-cola,plastic,15878,1.5lt,38710.57
725,2012-09-30,shop_1,adult-cola,can,30580,330ml,19116.67
726,2012-09-30,shop_1,orange-power,glass,57074,500ml,38585.96
727,2012-09-30,shop_1,orange-power,plastic,17593,1.5lt,36930.0
728,2012-09-30,shop_1,orange-power,can,38674,330ml,18505.38
729,2012-09-30,shop_1,gazoza,glass,31812,500ml,20560.38
730,2012-09-30,shop_1,gazoza,plastic,26959,1.5lt,31911.72
731,2012-09-30,shop_1,gazoza,can,53922,330ml,15156.46
732,2012-09-30,shop_1,lemon-boost,glass,19504,500ml,18879.34
733,2012-09-30,shop_1,lemon-boost,plastic,14417,1.5lt,31637.32
734,2012-09-30,shop_1,lemon-boost,can,34028,330ml,14098.07
735,2012-09-30,shop_2,kinder-cola,glass,18163,500ml,19605.76
736,2012-09-30,shop_2,kinder-cola,plastic,13776,1.5lt,38283.21
737,2012-09-30,shop_2,kinder-cola,can,15742,330ml,12982.37
738,2012-09-30,shop_2,adult-cola,glass,27885,500ml,30469.08
739,2012-09-30,shop_2,adult-cola,plastic,12178,1.5lt,39361.05
740,2012-09-30,shop_2,adult-cola,can,24024,330ml,17762.11
741,2012-09-30,shop_2,orange-power,glass,54164,500ml,34589.09
742,2012-09-30,shop_2,orange-power,plastic,17097,1.5lt,35708.5
743,2012-09-30,shop_2,orange-power,can,63183,330ml,22461.03
744,2012-09-30,shop_2,gazoza,glass,56264,500ml,31602.06
745,2012-09-30,shop_2,gazoza,plastic,36672,1.5lt,37811.77
746,2012-09-30,shop_2,gazoza,can,93035,330ml,16316.38
747,2012-09-30,shop_2,lemon-boost,glass,23799,500ml,22694.78
748,2012-09-30,shop_2,lemon-boost,plastic,19764,1.5lt,41096.41
749,2012-09-30,shop_2,lemon-boost,can,19367,330ml,12026.73
750,2012-09-30,shop_6,kinder-cola,glass,21310,500ml,29325.03
751,2012-09-30,shop_6,kinder-cola,plastic,15672,1.5lt,51988.26
752,2012-09-30,shop_6,kinder-cola,can,25115,330ml,22561.19
753,2012-09-30,shop_6,adult-cola,glass,21190,500ml,30198.48
754,2012-09-30,shop_6,adult-cola,plastic,23363,1.5lt,67956.91
755,2012-09-30,shop_6,adult-cola,can,51721,330ml,31619.78
756,2012-09-30,shop_6,orange-power,glass,65076,500ml,50416.09
757,2012-09-30,shop_6,orange-power,plastic,28301,1.5lt,53104.49
758,2012-09-30,shop_6,orange-power,can,75257,330ml,30211.76
759,2012-09-30,shop_6,gazoza,glass,99073,500ml,49120.66
760,2012-09-30,shop_6,gazoza,plastic,87853,1.5lt,34157.27
761,2012-09-30,shop_6,gazoza,can,117297,330ml,27653.55
762,2012-09-30,shop_6,lemon-boost,glass,36908,500ml,33123.55
763,2012-09-30,shop_6,lemon-boost,plastic,21898,1.5lt,52906.23
764,2012-09-30,shop_6,lemon-boost,can,28846,330ml,17889.79
765,2012-09-30,shop_4,kinder-cola,glass,12310,500ml,19025.39
766,2012-09-30,shop_4,kinder-cola,plastic,15834,1.5lt,45051.23
767,2012-09-30,shop_4,kinder-cola,can,19931,330ml,14862.14
768,2012-09-30,shop_4,adult-cola,glass,33152,500ml,34919.89
769,2012-09-30,shop_4,adult-cola,plastic,19979,1.5lt,49779.53
770,2012-09-30,shop_4,adult-cola,can,16813,330ml,14943.21
771,2012-09-30,shop_4,orange-power,glass,49846,500ml,39728.28
772,2012-09-30,shop_4,orange-power,plastic,29029,1.5lt,49225.07
773,2012-09-30,shop_4,orange-power,can,55656,330ml,24014.37
774,2012-09-30,shop_4,gazoza,glass,51119,500ml,31017.17
775,2012-09-30,shop_4,gazoza,plastic,47744,1.5lt,37538.31
776,2012-09-30,shop_4,gazoza,can,84047,330ml,18429.8
777,2012-09-30,shop_4,lemon-boost,glass,27920,500ml,25298.11
778,2012-09-30,shop_4,lemon-boost,plastic,18083,1.5lt,40463.94
779,2012-09-30,shop_4,lemon-boost,can,26561,330ml,14447.74
780,2012-09-30,shop_3,kinder-cola,glass,9964,500ml,13559.41
781,2012-09-30,shop_3,kinder-cola,plastic,5762,1.5lt,20320.5
782,2012-09-30,shop_3,kinder-cola,can,14054,330ml,10840.6
783,2012-09-30,shop_3,adult-cola,glass,14567,500ml,17163.24
784,2012-09-30,shop_3,adult-cola,plastic,7419,1.5lt,24764.87
785,2012-09-30,shop_3,adult-cola,can,7251,330ml,7085.37
786,2012-09-30,shop_3,orange-power,glass,22821,500ml,19828.19
787,2012-09-30,shop_3,orange-power,plastic,22176,1.5lt,30572.22
788,2012-09-30,shop_3,orange-power,can,45196,330ml,17808.42
789,2012-09-30,shop_3,gazoza,glass,35479,500ml,19823.26
790,2012-09-30,shop_3,gazoza,plastic,41312,1.5lt,14373.94
791,2012-09-30,shop_3,gazoza,can,33084,330ml,10745.51
792,2012-09-30,shop_3,lemon-boost,glass,19198,500ml,17193.06
793,2012-09-30,shop_3,lemon-boost,plastic,11509,1.5lt,25462.61
794,2012-09-30,shop_3,lemon-boost,can,16294,330ml,9395.0
810,2012-10-31,shop_1,kinder-cola,glass,9719,500ml,13523.06
811,2012-10-31,shop_1,kinder-cola,plastic,7398,1.5lt,25322.14
812,2012-10-31,shop_1,kinder-cola,can,12887,330ml,10341.06
813,2012-10-31,shop_1,adult-cola,glass,13165,500ml,17763.8
814,2012-10-31,shop_1,adult-cola,plastic,14973,1.5lt,33226.38
815,2012-10-31,shop_1,adult-cola,can,16301,330ml,13016.8
816,2012-10-31,shop_1,orange-power,glass,55190,500ml,16812.67
817,2012-10-31,shop_1,orange-power,plastic,14903,1.5lt,30974.5
818,2012-10-31,shop_1,orange-power,can,29299,330ml,12761.94
819,2012-10-31,shop_1,gazoza,glass,57395,500ml,29206.22
820,2012-10-31,shop_1,gazoza,plastic,31662,1.5lt,25828.64
821,2012-10-31,shop_1,gazoza,can,57172,330ml,15523.16
822,2012-10-31,shop_1,lemon-boost,glass,14355,500ml,13227.77
823,2012-10-31,shop_1,lemon-boost,plastic,10322,1.5lt,23717.38
824,2012-10-31,shop_1,lemon-boost,can,12920,330ml,8675.97
825,2012-10-31,shop_2,kinder-cola,glass,16483,500ml,18192.04
826,2012-10-31,shop_2,kinder-cola,plastic,9484,1.5lt,32388.3
827,2012-10-31,shop_2,kinder-cola,can,16925,330ml,14435.71
828,2012-10-31,shop_2,adult-cola,glass,20320,500ml,22868.29
829,2012-10-31,shop_2,adult-cola,plastic,13376,1.5lt,42740.39
830,2012-10-31,shop_2,adult-cola,can,20916,330ml,16024.04
831,2012-10-31,shop_2,orange-power,glass,43204,500ml,27421.59
832,2012-10-31,shop_2,orange-power,plastic,15553,1.5lt,32789.99
833,2012-10-31,shop_2,orange-power,can,51986,330ml,16236.35
834,2012-10-31,shop_2,gazoza,glass,54619,500ml,25689.15
835,2012-10-31,shop_2,gazoza,plastic,36455,1.5lt,33926.2
836,2012-10-31,shop_2,gazoza,can,57589,330ml,14018.45
837,2012-10-31,shop_2,lemon-boost,glass,23888,500ml,22099.29
838,2012-10-31,shop_2,lemon-boost,plastic,15505,1.5lt,35191.08
839,2012-10-31,shop_2,lemon-boost,can,20537,330ml,12736.3
840,2012-10-31,shop_6,kinder-cola,glass,20556,500ml,24607.09
841,2012-10-31,shop_6,kinder-cola,plastic,9179,1.5lt,36170.27
842,2012-10-31,shop_6,kinder-cola,can,24774,330ml,20103.46
843,2012-10-31,shop_6,adult-cola,glass,20019,500ml,25487.5
844,2012-10-31,shop_6,adult-cola,plastic,18951,1.5lt,56311.02
845,2012-10-31,shop_6,adult-cola,can,35773,330ml,22709.82
846,2012-10-31,shop_6,orange-power,glass,49521,500ml,33430.85
847,2012-10-31,shop_6,orange-power,plastic,41490,1.5lt,57635.39
848,2012-10-31,shop_6,orange-power,can,46732,330ml,23868.18
849,2012-10-31,shop_6,gazoza,glass,71371,500ml,35968.33
850,2012-10-31,shop_6,gazoza,plastic,49139,1.5lt,39288.63
851,2012-10-31,shop_6,gazoza,can,81654,330ml,22294.43
852,2012-10-31,shop_6,lemon-boost,glass,35038,500ml,25645.42
853,2012-10-31,shop_6,lemon-boost,plastic,16151,1.5lt,34696.4
854,2012-10-31,shop_6,lemon-boost,can,35480,330ml,16766.79
855,2012-10-31,shop_4,kinder-cola,glass,16794,500ml,20240.36
856,2012-10-31,shop_4,kinder-cola,plastic,7926,1.5lt,28015.38
857,2012-10-31,shop_4,kinder-cola,can,16046,330ml,12089.38
858,2012-10-31,shop_4,adult-cola,glass,20052,500ml,24899.46
859,2012-10-31,shop_4,adult-cola,plastic,13413,1.5lt,42174.7
860,2012-10-31,shop_4,adult-cola,can,23973,330ml,18548.76
861,2012-10-31,shop_4,orange-power,glass,33258,500ml,31330.06
862,2012-10-31,shop_4,orange-power,plastic,19880,1.5lt,40326.47
863,2012-10-31,shop_4,orange-power,can,40801,330ml,18439.93
864,2012-10-31,shop_4,gazoza,glass,55524,500ml,29098.65
865,2012-10-31,shop_4,gazoza,plastic,28805,1.5lt,29850.45
866,2012-10-31,shop_4,gazoza,can,56685,330ml,16978.72
867,2012-10-31,shop_4,lemon-boost,glass,19429,500ml,17468.76
868,2012-10-31,shop_4,lemon-boost,plastic,24516,1.5lt,34046.04
869,2012-10-31,shop_4,lemon-boost,can,20510,330ml,13160.59
870,2012-10-31,shop_3,kinder-cola,glass,6713,500ml,10022.3
871,2012-10-31,shop_3,kinder-cola,plastic,4722,1.5lt,18504.47
872,2012-10-31,shop_3,kinder-cola,can,7377,330ml,6795.45
873,2012-10-31,shop_3,adult-cola,glass,14741,500ml,16799.68
874,2012-10-31,shop_3,adult-cola,plastic,13824,1.5lt,32689.18
875,2012-10-31,shop_3,adult-cola,can,17584,330ml,12284.79
876,2012-10-31,shop_3,orange-power,glass,35930,500ml,18391.45
877,2012-10-31,shop_3,orange-power,plastic,15145,1.5lt,25271.38
878,2012-10-31,shop_3,orange-power,can,16436,330ml,8874.78
879,2012-10-31,shop_3,gazoza,glass,32603,500ml,16477.18
880,2012-10-31,shop_3,gazoza,plastic,36308,1.5lt,13736.42
881,2012-10-31,shop_3,gazoza,can,28633,330ml,9298.86
882,2012-10-31,shop_3,lemon-boost,glass,22028,500ml,14665.62
883,2012-10-31,shop_3,lemon-boost,plastic,6587,1.5lt,18698.37
884,2012-10-31,shop_3,lemon-boost,can,19025,330ml,8891.69
900,2012-11-30,shop_1,kinder-cola,glass,15536,500ml,14778.44
901,2012-11-30,shop_1,kinder-cola,plastic,6213,1.5lt,22548.84
902,2012-11-30,shop_1,kinder-cola,can,16186,330ml,9406.72
903,2012-11-30,shop_1,adult-cola,glass,15155,500ml,18947.76
